frame,t_rel,algorithm,controller,armed,detected,inferred,confidence,lane_center,left_x,right_x,error_px,smoothed_error_px,steer,command,p_term,i_term,d_term,left_duty,right_duty,latency_ms,loop_ms,fps,t_grayscale,t_blur,t_threshold,t_canny,t_roi,t_detect,t_control,t_render
47,2.4966,histogram,pid,0,1,0,1.0,155.1747,12.4473,297.9022,-4.8253,-5.5588,-0.2452,STOP,-0.1206,-0.1274,0.0029,0.0,0.0,22.9392,68.9681,14.4994,0.4368,1.1868,0.4091,1.1206,0.0581,5.0474,0.1579,0.0
48,2.5127,histogram,pid,0,1,0,1.0,155.1747,12.4473,297.9022,-4.8253,-5.3387,-0.2468,STOP,-0.1206,-0.1282,0.002,0.0,0.0,39.0434,16.4609,60.7499,0.4311,1.0666,0.3845,1.3002,0.062,4.7039,0.1508,0.0
49,2.5864,histogram,pid,0,1,0,1.0,152.5671,12.4473,292.687,-7.4329,-5.967,-0.3748,STOP,-0.1858,-0.1293,-0.0596,0.0,0.0,24.5015,16.0234,62.4089,0.4445,1.0857,0.4618,1.5494,0.0671,4.9487,0.1813,49.3334
50,2.6024,histogram,pid,0,1,0,1.0,153.0185,12.4473,293.5898,-6.9815,-6.2713,-0.3482,STOP,-0.1745,-0.1342,-0.0395,0.0,0.0,26.2913,74.1982,13.4774,0.4341,1.0059,0.376,1.1422,0.049,4.4986,0.1505,0.0
51,2.6181,histogram,pid,0,1,0,1.0,152.6514,12.4473,292.8556,-7.3486,-6.5945,-0.3556,STOP,-0.1837,-0.1352,-0.0366,0.0,0.0,23.8617,15.298,65.3679,0.4487,1.0342,0.3861,1.0354,0.0538,4.7273,0.1739,0.0
52,2.6855,histogram,pid,0,1,0,1.0,152.6514,12.4473,292.8556,-7.3486,-6.8207,-0.3457,STOP,-0.1837,-0.1364,-0.0256,0.0,0.0,41.1689,16.8676,59.2851,0.4317,1.0454,0.397,1.2017,0.051,5.1098,0.1622,44.6071
53,2.7055,histogram,pid,0,1,0,1.0,154.68,12.4473,296.9128,-5.32,-6.3705,-0.2792,STOP,-0.133,-0.1397,-0.0065,0.0,0.0,49.0484,66.7128,14.9896,0.7203,3.7968,0.4356,1.8469,0.0369,4.7746,0.1485,0.0
54,2.7235,histogram,pid,0,1,0,1.0,154.6178,12.4473,296.7883,-5.3822,-6.074,-0.281,STOP,-0.1346,-0.1407,-0.0058,0.0,0.0,23.0137,19.7532,50.6247,0.4562,2.1294,0.4618,1.3327,0.0595,5.3995,0.1627,0.0
55,2.7949,histogram,pid,0,1,0,1.0,154.6178,12.4473,296.7883,-5.3822,-5.8665,-0.2802,STOP,-0.1346,-0.1416,-0.004,0.0,0.0,39.6149,18.1506,55.0945,0.4544,1.0687,0.5053,1.1739,0.0541,5.0357,0.1719,47.4695
56,2.8109,histogram,pid,0,1,0,1.0,153.0115,12.4473,293.5758,-6.9885,-6.2031,-0.3323,STOP,-0.1747,-0.1463,-0.0113,0.0,0.0,24.2397,70.9785,14.0888,0.434,1.0212,0.3859,1.7139,0.0606,4.5257,0.1448,0.0
57,2.8264,histogram,pid,0,1,0,1.0,153.0115,12.4473,293.5758,-6.9885,-6.4387,-0.33,STOP,-0.1747,-0.1473,-0.0079,0.0,0.0,39.7863,16.1589,61.8853,0.4368,1.0212,0.3929,1.224,0.0545,4.421,0.1469,0.0
58,2.8982,histogram,pid,0,1,0,1.0,153.0269,12.4473,293.6066,-6.9731,-6.599,-0.3278,STOP,-0.1743,-0.1484,-0.0052,0.0,0.0,25.8883,15.6047,64.0834,0.4208,1.0166,0.4075,1.2902,0.0624,4.9514,0.2225,49.7732
59,2.9164,histogram,pid,0,1,0,1.0,152.549,12.4473,292.6507,-7.451,-6.8546,-0.3458,STOP,-0.1863,-0.1534,-0.0061,0.0,0.0,23.7108,72.6044,13.7733,0.6725,1.3761,0.4523,1.5874,0.0487,5.0975,0.1471,0.0
60,2.9329,histogram,pid,0,1,0,1.0,153.845,12.4473,295.2428,-6.155,-6.6447,-0.2842,STOP,-0.1539,-0.1544,0.0241,0.0,0.0,21.0835,17.1555,58.2903,0.4316,1.1175,0.4384,1.2186,0.0768,5.1653,0.1592,0.0
